campus	cdc_campus	school_level	sln	campus_name	fall_enrollment	cumul_enrollment	black	latino	white	native_amer	asian	pac_isl	two_plus	ecodis	el	atrisk	number_of_campuses	disd	year_growth_rate	rel_perf_staar_only_scale	d1_staar_raw	EcoDisRange	ay	parent_pct_pos	student_survey_pct	student_survey_scale	extracurricular_participation_pct	extracurricular_participation_scale	discr_removal_rate	discr_removal_rateNEW	original_disc_adm_rem_g21	dpop_rate_enr	dpop_rate_cumul	fac_pct_pos	mot30_item_smooshed	mot30_n	mot30_pct_pos	mot25_item_smooshed	mot25_n	mot25_pct_pos	hyg4_item_smooshed	hyg4_n	hyg4_pct_pos	hyg8_item_smooshed	hyg8_n	hyg8_pct_pos	hyg37_item_smooshed	hyg37_n	hyg37_pct_pos	hyg38_item_smooshed	hyg38_n	hyg38_pct_pos	mot19_item_smooshed	mot19_n	mot19_pct_pos	mot42_item_smooshed	mot42_n	mot42_pct_pos	hyg43_item_smooshed	hyg43_n	hyg43_pct_pos	hyg44_item_smooshed	hyg44_n	hyg44_pct_pos	hyg46_item_smooshed	hyg46_n	hyg46_pct_pos	hyg13_item_smooshed	hyg13_n	hyg13_pct_pos	hyg14_item_smooshed	hyg14_n	hyg14_pct_pos	BeliefsandPriorities	CollegeGoingCulture	CultureofFeedbackandSupport	PositiveCultureandEnvironment	TeacherPrincipalTrust	TeacherTeacherTrust	growth_tests_denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	excr_acct_weight	stu_survey_acct_weight	extracurricular_spending_all_funds	extracurricular_spending_general_fund	discretionary_admin_removals_n	removals	discipline_pop	y2	x2
057905173	057905173	Elementary	173	SIDNEY LANIER EXPRESSIVE ARTS VANG	626	649	12.8	79.7	5.9	0.3	0.5	0	0.8	80.4	45.7	56.7	1	y	48.6577181208054	82	47	80.1 to 81	2019	90.0	86	80	 0.998 	89	1	1	-999	1.43769968051118	0.0138674884437596	78.4	Teachersexpectmoststudentsinthisschooltogotocollege.	43	90.6976744186046	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	39	79.4871794871795	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	58	77.5862068965517	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	59	76.271186440678	Teachersinthisschooltrusteachother	39	71.7948717948718	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	39	79.4871794871795	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	59	77.9661016949153	Theprincipalhasconfidenceintheexpertiseoftheteachers.	39	79.4871794871795	Itrusttheprincipalathisorherword.	39	71.7948717948718	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	39	71.7948717948718	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	39	71.7948717948718	Iusuallylookforwardtoworkingeachdayatthisschool.	59	83.0508474576271	IbelieveIworkinanenvironmentofsupportandrespect.	59	81.3559322033898	82.5531914893617	86.046511627907	71.2446351931331	76.7796610169491	72.0588235294118	81.4102564102564	596	34	65	44	147	290	0.05	0.05	24	16	9	9	9	32.768854	-96.843639
057905175	057905175	Elementary	175	UMPHREY LEE EL	483	557	55.5	41.2	1.4	0.8	0.2	0	0.8	98.1	34.4	50.1	1	y	68.2119205298013	81	43	98.1 to 99	2019	87.9	94	93	 0.973 	79	0.75	0.75	-999	1.86335403726708	0.0161579892280072	95.6	Teachersexpectmoststudentsinthisschooltogotocollege.	37	91.8918918918919	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	31	90.3225806451613	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	46	93.4782608695652	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	47	93.6170212765958	Teachersinthisschooltrusteachother	32	100	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	32	93.75	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	47	93.6170212765958	Theprincipalhasconfidenceintheexpertiseoftheteachers.	32	93.75	Itrusttheprincipalathisorherword.	31	93.5483870967742	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	32	93.75	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	32	96.875	Iusuallylookforwardtoworkingeachdayatthisschool.	47	93.6170212765958	IbelieveIworkinanenvironmentofsupportandrespect.	47	93.6170212765958	96.7828418230563	97.2850678733032	95.7894736842105	92.1276595744681	94.6188340807175	96.875	302	21	70	47	68	206	0.05	0.05	10	10	9	12	9	32.653109	-96.835659
057905176	057905176	Elementary	176	JACK LOWE SR EL	621	638	11.1	65.2	3.4	0.3	19.2	0.3	0.5	99.8	87.6	90.8	1	y	75.5905511811024	91	58	99.1 to 100	2019	83.7	95	94	 0.942 	78	1	1	-999	1.44927536231884	0.0141065830721003	93.9	Teachersexpectmoststudentsinthisschooltogotocollege.	45	95.5555555555556	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	40	95	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	63	87.3015873015873	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	64	92.1875	Teachersinthisschooltrusteachother	40	92.5	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	40	92.5	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	64	87.5	Theprincipalhasconfidenceintheexpertiseoftheteachers.	40	97.5	Itrusttheprincipalathisorherword.	39	87.1794871794872	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	39	87.1794871794872	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	40	95	Iusuallylookforwardtoworkingeachdayatthisschool.	64	92.1875	IbelieveIworkinanenvironmentofsupportandrespect.	64	92.1875	93.491124260355	97.7777777777778	92.9166666666667	91.25	92.7797833935018	95	254	5	43	51	93	192	0.05	0.05	1	1	9	9	9	32.872885	-96.761312
057905177	057905177	Elementary	177	WILLIAM LIPSCOMB EL	451	478	8.6	79.2	10	0	0.4	0	1.8	83.1	45	53.2	1	y	73.4082397003745	82	46	83.1 to 84	2019	93.6	91	89	 0.376 	68	0.45	0.45	-999	2.88248337028825	0.0271966527196653	74.3	Teachersexpectmoststudentsinthisschooltogotocollege.	35	94.2857142857143	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	28	60.7142857142857	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	46	69.5652173913043	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	47	70.2127659574468	Teachersinthisschooltrusteachother	28	67.8571428571429	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	28	75	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	45	60	Theprincipalhasconfidenceintheexpertiseoftheteachers.	27	74.0740740740741	Itrusttheprincipalathisorherword.	27	62.962962962963	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	27	55.5555555555556	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	27	74.0740740740741	Iusuallylookforwardtoworkingeachdayatthisschool.	45	75.5555555555556	IbelieveIworkinanenvironmentofsupportandrespect.	45	73.3333333333333	79.4037940379404	91.9047619047619	63.6904761904762	65.5555555555556	67.1957671957672	77.6785714285714	267	21	58	52	65	196	0.05	0.05	45	40	9	20	13	32.807036	-96.756921
057905178	057905178	Elementary	178	H I HOLLAND EL AT LISBON	401	450	41.9	54.4	0.7	1.7	0	0	1.2	96.8	42.9	55.9	1	y	48.7309644670051	78	41	96.1 to 97	2019	90.3	81	72	 0.997 	88	1	1	-999	2.24438902743142	0.02	97	Teachersexpectmoststudentsinthisschooltogotocollege.	33	100	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	27	92.5925925925926	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	51	96.078431372549	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	52	92.3076923076923	Teachersinthisschooltrusteachother	27	85.1851851851852	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	27	96.2962962962963	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	52	96.1538461538462	Theprincipalhasconfidenceintheexpertiseoftheteachers.	27	96.2962962962963	Itrusttheprincipalathisorherword.	27	96.2962962962963	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	27	96.2962962962963	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	27	92.5925925925926	Iusuallylookforwardtoworkingeachdayatthisschool.	52	98.0769230769231	IbelieveIworkinanenvironmentofsupportandrespect.	51	98.0392156862745	97.8260869565217	99.4949494949495	97.5155279503106	94.980694980695	96.8253968253968	95.3703703703704	197	9	24	31	32	96	0.05	0.05	37	35	9	9	9	32.697566	-96.795615
057905180	057905180	Elementary	180	B H MACON EL	540	575	6.1	90.4	2.2	0.6	0	0	0.7	96.1	63	68.7	1	y	59.4306049822064	83	46	96.1 to 97	2019	90.0	79	69	 0.269 	61	0	0	NULL	1.66666666666667	0.0156521739130435	68.5	Teachersexpectmoststudentsinthisschooltogotocollege.	36	86.1111111111111	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	31	54.8387096774194	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	49	57.1428571428571	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	49	61.2244897959184	Teachersinthisschooltrusteachother	30	56.6666666666667	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	30	63.3333333333333	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	50	52	Theprincipalhasconfidenceintheexpertiseoftheteachers.	30	76.6666666666667	Itrusttheprincipalathisorherword.	30	46.6666666666667	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	30	50	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	30	80	Iusuallylookforwardtoworkingeachdayatthisschool.	50	70	IbelieveIworkinanenvironmentofsupportandrespect.	50	64	70.7379134860051	89.4977168949772	56.7567567567568	57.7154308617234	67.9425837320574	68.3333333333333	281	22	53	40	52	167	0.05	0.05	22	22	0	9	9	32.722778	-96.673253
057905181	057905181	Elementary	181	MAPLE LAWN EL	683	792	29.6	66.5	1.5	0.3	0.7	0.1	1.3	96.9	50.5	65.2	1	y	63.6585365853659	80	43	96.1 to 97	2019	87.7	84	77	 0.977 	79	0.652173913043478	0.652173913043478	15	1.61054172767204	0.0138888888888889	75.2	Teachersexpectmoststudentsinthisschooltogotocollege.	43	90.6976744186046	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	33	69.6969696969697	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	62	74.1935483870968	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	64	59.375	Teachersinthisschooltrusteachother	33	63.6363636363636	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	33	66.6666666666667	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	63	69.8412698412698	Theprincipalhasconfidenceintheexpertiseoftheteachers.	33	78.7878787878788	Itrusttheprincipalathisorherword.	33	75.7575757575758	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	33	72.7272727272727	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	33	81.8181818181818	Iusuallylookforwardtoworkingeachdayatthisschool.	63	65.0793650793651	IbelieveIworkinanenvironmentofsupportandrespect.	64	70.3125	78.3037475345168	91.8604651162791	72.7272727272727	59.2125984251969	76.6233766233766	72.7272727272727	410	30	81	68	82	261	0.05	0.05	30	26	15	23	11	32.826233	-96.829579
057905182	057905182	Elementary	182	HERBERT MARCUS EL	744	804	2.8	94.5	0.9	0.8	0.5	0.1	0.3	96.6	82.5	87.1	1	y	66.6666666666667	85	48	96.1 to 97	2019	94.1	80	70	 0.996 	87	1	1	-999	1.20967741935484	0.0111940298507463	75.7	Teachersexpectmoststudentsinthisschooltogotocollege.	38	86.8421052631579	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	32	81.25	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	54	74.0740740740741	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	55	72.7272727272727	Teachersinthisschooltrusteachother	32	78.125	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	32	68.75	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	54	77.7777777777778	Theprincipalhasconfidenceintheexpertiseoftheteachers.	32	68.75	Itrusttheprincipalathisorherword.	32	62.5	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	32	68.75	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	32	68.75	Iusuallylookforwardtoworkingeachdayatthisschool.	54	77.7777777777778	IbelieveIworkinanenvironmentofsupportandrespect.	54	75.9259259259259	80	82.0175438596491	77.3684210526316	71.2962962962963	67.8571428571429	75.5905511811024	414	33	81	68	94	276	0.05	0.05	20	10	9	9	9	32.904438	-96.879950
057905183	057905183	Elementary	183	THOMAS L MARSALIS EL	476	528	71.4	23.9	1.1	1.1	0	0.2	2.3	91	18.3	37	1	y	71.1538461538462	85	49	90.1 to 91	2019	80.6	86	80	 0.998 	89	1	1	-999	1.89075630252101	0.0170454545454545	94.1	Teachersexpectmoststudentsinthisschooltogotocollege.	34	100	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	28	96.4285714285714	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	47	87.2340425531915	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	48	89.5833333333333	Teachersinthisschooltrusteachother	28	92.8571428571429	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	28	85.7142857142857	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	48	89.5833333333333	Theprincipalhasconfidenceintheexpertiseoftheteachers.	28	92.8571428571429	Itrusttheprincipalathisorherword.	28	92.8571428571429	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	28	85.7142857142857	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	28	92.8571428571429	Iusuallylookforwardtoworkingeachdayatthisschool.	48	87.5	IbelieveIworkinanenvironmentofsupportandrespect.	48	93.75	91.6230366492147	99.5098039215686	97.0238095238095	89.7703549060543	91.8367346938776	94.6428571428571	260	20	57	51	57	185	0.05	0.05	27	20	9	9	9	32.678094	-96.814115
057905184	057905184	Elementary	184	BEN MILAM EL	304	363	20.4	67.8	6.9	0.3	2	0	2.6	82.9	40.8	57.6	1	y	75.886524822695	85	49	82.1 to 83	2019	92.9	76	64	 0.683 	74	1	1	-999	2.96052631578947	0.0247933884297521	74.3	Teachersexpectmoststudentsinthisschooltogotocollege.	21	90.4761904761905	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	19	57.8947368421053	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	26	69.2307692307692	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	27	66.6666666666667	Teachersinthisschooltrusteachother	17	70.5882352941177	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	18	83.3333333333333	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	27	66.6666666666667	Theprincipalhasconfidenceintheexpertiseoftheteachers.	17	70.5882352941177	Itrusttheprincipalathisorherword.	18	55.5555555555556	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	17	64.7058823529412	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	17	64.7058823529412	Iusuallylookforwardtoworkingeachdayatthisschool.	27	81.4814814814815	IbelieveIworkinanenvironmentofsupportandrespect.	27	77.7777777777778	75.4716981132076	91.2698412698413	69.2982456140351	67.6579925650558	63.1147540983607	78.8732394366197	141	10	35	30	32	107	0.05	0.05	2	2	9	9	9	32.816301	-96.790245
057905185	057905185	Elementary	185	WILLIAM B MILLER EL	292	332	32.9	63.4	1.4	0.7	0	0	1.7	97.9	59.2	68.2	1	y	69.5652173913043	86	49	97.1 to 98	2019	89.6	93	91	 0.974 	79	0.5	0.5	-999	3.76712328767123	0.0331325301204819	86.7	Teachersexpectmoststudentsinthisschooltogotocollege.	23	86.9565217391304	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	17	82.3529411764706	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	34	82.3529411764706	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	36	88.8888888888889	Teachersinthisschooltrusteachother	18	88.8888888888889	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	18	88.8888888888889	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	35	74.2857142857143	Theprincipalhasconfidenceintheexpertiseoftheteachers.	18	83.3333333333333	Itrusttheprincipalathisorherword.	18	83.3333333333333	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	18	83.3333333333333	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	18	88.8888888888889	Iusuallylookforwardtoworkingeachdayatthisschool.	35	82.8571428571429	IbelieveIworkinanenvironmentofsupportandrespect.	35	82.8571428571429	90.7142857142857	89.8550724637681	84.1121495327103	77.2988505747126	86.5079365079365	91.6666666666667	184	12	28	34	54	128	0.05	0.05	43	43	9	18	11	32.719008	-96.780073
057905186	057905186	Elementary	186	ROGER Q MILLS EL	281	310	39.1	59.8	1.1	0	0	0	0	97.5	46.6	59.4	1	y	50.6666666666667	60	32	97.1 to 98	2019	83.9	72	59	 1.000 	100	0	0	NULL	3.20284697508897	0.0290322580645161	69.1	Teachersexpectmoststudentsinthisschooltogotocollege.	17	52.9411764705882	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	12	50	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	21	71.4285714285714	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	22	72.7272727272727	Teachersinthisschooltrusteachother	12	66.6666666666667	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	12	66.6666666666667	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	21	66.6666666666667	Theprincipalhasconfidenceintheexpertiseoftheteachers.	12	66.6666666666667	Itrusttheprincipalathisorherword.	12	75	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	12	58.3333333333333	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	12	66.6666666666667	Iusuallylookforwardtoworkingeachdayatthisschool.	21	80.9523809523809	IbelieveIworkinanenvironmentofsupportandrespect.	21	80.9523809523809	80.7017543859649	72.5490196078431	51.3888888888889	64.7619047619048	67.8571428571429	77.0833333333333	150	9	30	18	19	76	0.05	0.05	52	46	0	9	9	32.732648	-96.802289
057905187	057905187	Elementary	187	NANCY MOSELEY EL	752	805	12	84.6	2.5	0.3	0.3	0	0.4	93.8	61.8	68.9	1	y	64.9214659685864	89	52	93.1 to 94	2019	89.0	84	77	 0.304 	63	0.583333333333333	0.583333333333333	28	4.38829787234043	0.0409937888198758	86.1	Teachersexpectmoststudentsinthisschooltogotocollege.	50	96	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	43	83.7209302325581	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	67	88.0597014925373	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	68	86.7647058823529	Teachersinthisschooltrusteachother	43	83.7209302325581	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	43	81.3953488372093	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	68	88.2352941176471	Theprincipalhasconfidenceintheexpertiseoftheteachers.	43	93.0232558139535	Itrusttheprincipalathisorherword.	43	83.7209302325581	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	43	86.046511627907	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	43	88.3720930232558	Iusuallylookforwardtoworkingeachdayatthisschool.	68	89.7058823529412	IbelieveIworkinanenvironmentofsupportandrespect.	68	89.7058823529412	91.5129151291513	93.6666666666667	77.431906614786	82.179675994109	87.0431893687708	84.8837209302326	382	14	65	64	105	248	0.05	0.05	12	12	28	48	33	32.689500	-96.641019
057905188	057905188	Elementary	188	MOUNT AUBURN STEAM ACADEMY	580	609	5	93.1	1.2	0.5	0.2	0	0	94	55.2	66.2	1	y	69.1056910569106	70	37	93.1 to 94	2019	85.1	78	67	 0.510 	72	1	1	-999	1.55172413793103	0.0147783251231527	44.9	Teachersexpectmoststudentsinthisschooltogotocollege.	35	51.4285714285714	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	28	35.7142857142857	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	48	27.0833333333333	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	48	22.9166666666667	Teachersinthisschooltrusteachother	28	67.8571428571429	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	28	60.7142857142857	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	48	43.75	Theprincipalhasconfidenceintheexpertiseoftheteachers.	28	25	Itrusttheprincipalathisorherword.	28	28.5714285714286	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	28	21.4285714285714	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	28	28.5714285714286	Iusuallylookforwardtoworkingeachdayatthisschool.	48	33.3333333333333	IbelieveIworkinanenvironmentofsupportandrespect.	48	35.4166666666667	43.8642297650131	62.3809523809524	33.9285714285714	33.8204592901879	27.5510204081633	67.8571428571429	369	47	88	71	49	255	0.05	0.05	7	6	9	9	9	32.796121	-96.743876
057905189	057905189	Elementary	189	CLARA OLIVER EL	274	333	59.9	37.2	1.5	1.1	0	0	0.4	95.6	32.5	48.2	1	y	72.0930232558139	76	40	95.1 to 96	2019	78.8	83	75	 0.614 	73	NULL	0	NULL	0	0	85.4	Teachersexpectmoststudentsinthisschooltogotocollege.	25	92	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	20	85	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	42	78.5714285714286	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	43	69.7674418604651	Teachersinthisschooltrusteachother	20	85	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	20	80	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	42	78.5714285714286	Theprincipalhasconfidenceintheexpertiseoftheteachers.	20	90	Itrusttheprincipalathisorherword.	19	89.4736842105263	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	20	85	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	20	90	Iusuallylookforwardtoworkingeachdayatthisschool.	42	83.3333333333333	IbelieveIworkinanenvironmentofsupportandrespect.	42	76.1904761904762	83.5777126099707	92	85.7142857142857	74.8803827751196	88.4057971014493	87.5	129	12	26	29	26	93	0.05	0.05	14	14	0	0	0	32.695430	-96.811326
057905190	057905190	Elementary	190	GEORGE PEABODY EL	529	547	1.5	97.5	0.6	0.2	0	0	0.2	96.6	49.5	62	1	y	63.3663366336634	85	48	96.1 to 97	2019	91.9	78	67	 0.972 	79	1	1	18	1.70132325141777	0.0164533820840951	74.2	Teachersexpectmoststudentsinthisschooltogotocollege.	37	94.5945945945946	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	32	68.75	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	46	73.9130434782609	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	47	68.0851063829787	Teachersinthisschooltrusteachother	32	84.375	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	32	81.25	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	45	71.1111111111111	Theprincipalhasconfidenceintheexpertiseoftheteachers.	32	65.625	Itrusttheprincipalathisorherword.	32	56.25	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	32	68.75	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	32	56.25	Iusuallylookforwardtoworkingeachdayatthisschool.	45	66.6666666666667	IbelieveIworkinanenvironmentofsupportandrespect.	45	60	78.1081081081081	92.3076923076923	61.4583333333333	62	61.1607142857143	89.84375	404	35	79	55	87	256	0.05	0.05	20	20	18	18	9	32.742854	-96.872615
057905191	057905191	Elementary	191	ELISHA M PEASE EL	517	558	87.8	8.9	1	1	0	0	1.4	99.4	3.3	24.8	1	y	62.8140703517588	58	30	99.1 to 100	2019	85.8	86	80	 0.394 	69	0.636363636363636	0.636363636363636	14	3.09477756286267	0.028673835125448	77.3	Teachersexpectmoststudentsinthisschooltogotocollege.	39	76.9230769230769	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	32	68.75	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	54	70.3703703703704	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	55	69.0909090909091	Teachersinthisschooltrusteachother	32	75	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	32	71.875	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	55	58.1818181818182	Theprincipalhasconfidenceintheexpertiseoftheteachers.	32	84.375	Itrusttheprincipalathisorherword.	32	75	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	32	71.875	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	32	65.625	Iusuallylookforwardtoworkingeachdayatthisschool.	55	69.0909090909091	IbelieveIworkinanenvironmentofsupportandrespect.	54	72.2222222222222	81.9221967963387	88.412017167382	76.0416666666667	60.5118829981718	74.1071428571429	82.8125	199	36	51	20	18	125	0.05	0.05	8	8	14	22	16	32.697939	-96.773366
057905192	057905192	Elementary	192	JOHN F PEELER EL	273	286	1.1	96.7	2.2	0	0	0	0	91.6	68.9	74.7	1	y	66.3865546218487	81	44	91.1 to 92	2019	83.6	82	74	 0.702 	75	NULL	0	NULL	0	0	68.1	Teachersexpectmoststudentsinthisschooltogotocollege.	22	77.2727272727273	Ihavesufficientopportunitiesandencouragementtodevelopmyleadershippotential.	17	47.0588235294118	IhavethesupportIneedfromcampusleadershiptodomyjobwell.	34	61.7647058823529	Howsimilarareyourschool'sprioritiestowhatyouthinktheyshouldbe?*	35	62.8571428571429	Teachersinthisschooltrusteachother	17	82.3529411764706	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswithotherteachers."	17	82.3529411764706	IamsatisfiedwiththerecognitionIreceivefordoingagoodjob.	35	60	Theprincipalhasconfidenceintheexpertiseoftheteachers.	17	41.1764705882353	Itrusttheprincipalathisorherword.	17	47.0588235294118	"It'sOKinthisschooltodiscussfeelings,worries,andfrustrationswiththeprincipal."	17	35.2941176470588	Theprincipallooksoutforthepersonalwelfareofthefacultymembers.	17	52.9411764705882	Iusuallylookforwardtoworkingeachdayatthisschool.	35	65.7142857142857	IbelieveIworkinanenvironmentofsupportandrespect.	35	62.8571428571429	71.5827338129496	80.9160305343512	55.8823529411765	63.4005763688761	51.2605042016807	85.2941176470588	119	9	23	23	24	79	0.05	0.05	55	44	0	0	0	32.738148	-96.831819
